user_id,movie_id,body,rating,created_at,comment_likes,comment_dislikes
18,209112,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",6,2025-04-25 01:49:20.809719,13,3
20,1452,"I enjoyed it while watching, but looking back, the logic falls apart completely.",5,2025-01-27 01:49:20.809719,2,0
19,1452,It started off strong but completely lost its way by the third act. Such a shame.,5,2025-01-10 01:49:20.809719,9,10
59,1452,"The acting saves a mediocre script. If it weren't for the lead performance, this would be unwatchable.",5,2025-02-08 01:49:20.809719,8,9
46,10764,"Great concept, poor delivery. The villain had no motivation, and the plot holes were distracting.",6,2025-04-01 01:49:20.809719,9,10
86,10764,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2024-12-31 01:49:20.809719,2,15
7,10764,It started off strong but completely lost its way by the third act. Such a shame.,6,2025-03-29 01:49:20.809719,13,6
46,58,"A decent way to kill two hours. It won't change your life, but it's entertaining enough for a popcorn flick.",7,2025-06-24 01:49:20.809719,5,16
49,58,"I enjoyed it while watching, but looking back, the logic falls apart completely.",7,2025-07-28 01:49:20.809719,15,2
47,57201,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-05-18 01:49:20.809719,1,24
72,57201,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",6,2025-11-30 01:49:20.809719,1,6
5,57201,An average entry in the franchise. It plays it safe and takes zero risks.,6,2025-02-16 01:49:20.809719,1,27
69,49521,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-12-12 01:49:20.809719,11,6
37,49521,The trailer gave away all the best parts. There were no surprises left for the actual movie.,6,2025-03-28 01:49:20.809719,0,0
8,2454,"Visually, it's a treat. Narratively? It's a bit of a mess. Style over substance, unfortunately.",6,2025-08-03 01:49:20.809719,4,3
79,2454,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-03-28 01:49:20.809719,0,4
2,2454,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-11-26 01:49:20.809719,2,23
31,24428,"I really wanted to love this, but the pacing issues made it feel like a chore to get through the middle act.",7,2025-06-29 01:49:20.809719,0,2
51,24428,It started off strong but completely lost its way by the third act. Such a shame.,7,2025-08-12 01:49:20.809719,3,13
63,1865,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-07-08 01:49:20.809719,1,20
2,1865,It started off strong but completely lost its way by the third act. Such a shame.,6,2025-12-07 01:49:20.809719,0,4
61,1865,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",6,2025-01-02 01:49:20.809719,22,7
51,41154,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-07-20 01:49:20.810320,0,6
5,41154,"A decent way to kill two hours. It won't change your life, but it's entertaining enough for a popcorn flick.",6,2025-10-18 01:49:20.810320,13,0
34,122917,"It had so much potential, but the execution fell a bit flat in the second half. Still worth a watch, though.",7,2025-02-01 01:49:20.810320,0,30
24,122917,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",7,2025-11-25 01:49:20.810320,9,14
68,1930,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-08-17 01:49:20.810320,13,6
93,1930,The trailer gave away all the best parts. There were no surprises left for the actual movie.,6,2025-11-25 01:49:20.810320,15,5
29,20662,"Great concept, poor delivery. The villain had no motivation, and the plot holes were distracting.",6,2025-06-15 01:49:20.810320,0,15
19,57158,"Technical wizardry aside, the script is the real star here. Sharp, witty, and profoundly moving dialogue.",8,2025-08-28 01:49:20.810320,26,1
26,2268,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-02-21 01:49:20.810320,15,9
65,2268,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",6,2025-02-03 01:49:20.810320,4,3
58,2268,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-11-16 01:49:20.810320,3,22
61,254,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",7,2025-09-12 01:49:20.810320,12,4
77,254,The trailer gave away all the best parts. There were no surprises left for the actual movie.,7,2025-07-12 01:49:20.810320,4,16
24,597,I was on the edge of my seat the entire time. The tension building is masterclass level.,8,2025-08-24 01:49:20.810623,5,0
67,597,"A masterful blend of storytelling and visual art. Every frame looks like a painting, and the score is hauntingly beautiful.",8,2025-06-22 01:49:20.810623,2,12
37,271110,"Visually, it's a treat. Narratively? It's a bit of a mess. Style over substance, unfortunately.",7,2025-02-27 01:49:20.810623,18,8
99,271110,It started off strong but completely lost its way by the third act. Such a shame.,7,2025-07-30 01:49:20.810623,18,8
46,44833,"Okay for a streaming night, but I wouldn't pay theater prices for this.",6,2025-10-12 01:49:20.810623,26,0
17,44833,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-11-04 01:49:20.810623,11,0
72,135397,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",6,2025-11-22 01:49:20.810623,2,0
4,37724,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",7,2025-07-08 01:49:20.810623,9,0
41,558,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",7,2025-10-30 01:49:20.810623,5,24
92,558,A bit long in the tooth. Could have easily been 30 minutes shorter and much more effective.,7,2025-04-10 01:49:20.810623,1,0
46,68721,"Technically competent filmmaking, but it lacks soul and passion.",7,2025-02-24 01:49:20.810623,24,0
3,12155,"It had so much potential, but the execution fell a bit flat in the second half. Still worth a watch, though.",6,2025-06-08 01:49:20.810623,6,19
66,12155,"Okay for a streaming night, but I wouldn't pay theater prices for this.",6,2025-05-13 01:49:20.810623,1,11
7,36668,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",6,2025-04-06 01:49:20.810623,6,18
34,62211,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",7,2025-09-10 01:49:20.810623,3,6
46,8373,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",6,2025-05-01 01:49:20.810623,1,17
41,8373,"I enjoyed it while watching, but looking back, the logic falls apart completely.",6,2025-12-12 01:49:20.810623,26,0
61,91314,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",6,2025-05-13 01:49:20.810928,2,1
64,91314,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",6,2025-04-26 01:49:20.810928,1,5
10,68728,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-02-01 01:49:20.810928,1,18
98,68728,The trailer gave away all the best parts. There were no surprises left for the actual movie.,6,2025-07-19 01:49:20.810928,13,14
99,68728,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-08-13 01:49:20.810928,0,5
72,102382,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",6,2024-12-17 01:49:20.810928,19,2
14,20526,"Okay for a streaming night, but I wouldn't pay theater prices for this.",6,2025-06-09 01:49:20.810928,17,11
73,20526,"Good soundtrack, nice visuals, but the story is generic and predictable from mile away.",6,2025-09-19 01:49:20.810928,3,1
84,49013,The trailer gave away all the best parts. There were no surprises left for the actual movie.,6,2025-05-28 01:49:20.810928,1,10
29,44912,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",5,2025-01-23 01:49:20.810928,14,0
76,44912,"Good soundtrack, nice visuals, but the story is generic and predictable from mile away.",5,2025-08-05 01:49:20.810928,12,2
21,10193,"Bold, ambitious, and visually stunning. It takes risks that pay off beautifully.",8,2025-08-26 01:49:20.810928,13,14
46,534,It started off strong but completely lost its way by the third act. Such a shame.,6,2024-12-19 01:49:20.810928,2,1
4,168259,An average entry in the franchise. It plays it safe and takes zero risks.,7,2025-04-22 01:49:20.810928,17,8
77,168259,"Technically competent filmmaking, but it lacks soul and passion.",7,2025-07-20 01:49:20.810928,0,1
99,168259,An average entry in the franchise. It plays it safe and takes zero risks.,7,2025-07-22 01:49:20.810928,2,2
70,72190,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",7,2025-08-12 01:49:20.810928,0,1
43,127585,This is what cinema is all about. Pure escapism grounded in genuine human emotion.,8,2025-04-19 01:49:20.810928,2,0
93,127585,"Hands down the best movie of the year. The pacing was tight, the acting was phenomenal, and the direction was visionary.",8,2025-10-19 01:49:20.810928,5,12
89,54138,"Good soundtrack, nice visuals, but the story is generic and predictable from mile away.",7,2024-12-30 01:49:20.810928,18,9
35,54138,"I really wanted to love this, but the pacing issues made it feel like a chore to get through the middle act.",7,2024-12-28 01:49:20.810928,5,0
82,81005,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-01-18 01:49:20.811262,17,4
13,81005,"I really wanted to love this, but the pacing issues made it feel like a chore to get through the middle act.",6,2025-12-05 01:49:20.811262,6,14
34,64682,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,7,2025-02-27 01:49:20.811262,10,10
46,64682,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",7,2025-03-03 01:49:20.811262,6,21
62,64682,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",7,2025-08-20 01:49:20.811262,5,5
36,9543,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",6,2025-12-04 01:49:20.811262,13,8
2,68726,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",7,2024-12-30 01:49:20.811262,0,20
37,68726,"Okay for a streaming night, but I wouldn't pay theater prices for this.",7,2025-03-27 01:49:20.811262,1,1
39,68726,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",7,2025-02-26 01:49:20.811262,0,9
11,38356,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,6,2025-07-30 01:49:20.811262,19,1
90,38356,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,6,2025-06-04 01:49:20.811262,7,4
73,217,"Visually, it's a treat. Narratively? It's a bit of a mess. Style over substance, unfortunately.",6,2025-11-12 01:49:20.811262,0,8
47,217,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-11-15 01:49:20.811262,12,1
56,105864,"Good soundtrack, nice visuals, but the story is generic and predictable from mile away.",7,2025-08-27 01:49:20.811262,2,0
39,105864,It started off strong but completely lost its way by the third act. Such a shame.,7,2025-02-10 01:49:20.811262,10,12
74,62177,It started off strong but completely lost its way by the third act. Such a shame.,7,2025-04-10 01:49:20.811262,12,18
65,62177,"Great concept, poor delivery. The villain had no motivation, and the plot holes were distracting.",7,2025-11-14 01:49:20.811262,3,2
84,188927,"It had so much potential, but the execution fell a bit flat in the second half. Still worth a watch, though.",7,2025-02-22 01:49:20.811262,21,2
23,10681,A cinematic triumph. It pushes the boundaries of the genre and creates something entirely new and exciting.,8,2025-04-08 01:49:20.811262,3,20
4,10681,Instant classic. I can already see myself watching this every year for the rest of my life.,8,2025-03-01 01:49:20.811262,0,7
82,5174,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-02-25 01:49:20.811262,12,10
81,5174,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-09-30 01:49:20.811262,6,5
54,14161,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",6,2025-12-02 01:49:20.811262,0,0
26,14161,"Okay for a streaming night, but I wouldn't pay theater prices for this.",6,2025-06-06 01:49:20.811262,2,9
52,17979,"A decent way to kill two hours. It won't change your life, but it's entertaining enough for a popcorn flick.",7,2025-09-13 01:49:20.811262,16,6
89,76757,It started off strong but completely lost its way by the third act. Such a shame.,5,2025-11-10 01:49:20.811262,8,2
43,258489,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-03-05 01:49:20.811262,1,1
80,411,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",7,2025-02-16 01:49:20.811262,1,0
76,411,It started off strong but completely lost its way by the third act. Such a shame.,7,2025-01-31 01:49:20.811262,5,22
56,246655,It started off strong but completely lost its way by the third act. Such a shame.,6,2025-10-19 01:49:20.811262,8,2
94,155,"Technical wizardry aside, the script is the real star here. Sharp, witty, and profoundly moving dialogue.",8,2025-01-12 01:49:20.811262,8,8
51,155,"Finally, a movie that lives up to the hype! It delivers on every promise and exceeds expectations in ways I didn't see coming.",8,2025-09-24 01:49:20.811262,5,3
45,14160,"Bold, ambitious, and visually stunning. It takes risks that pay off beautifully.",8,2025-08-19 01:49:20.811262,5,2
99,14160,"Simply breathtaking. From the costume design to the sound editing, everything is top-tier quality.",8,2025-11-06 01:49:20.811262,13,17
30,14160,"Honestly, I wasn't expecting much going in, but I was completely blown away. The cinematography alone is worth the ticket price.",8,2025-11-29 01:49:20.811262,6,2
1,15512,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-03-30 01:49:20.811262,6,3
23,15512,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",6,2025-12-11 01:49:20.811262,13,3
68,1726,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",7,2025-07-24 01:49:20.811262,13,1
72,1726,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",7,2025-09-12 01:49:20.811262,0,28
26,1726,"Solid, but forgettable. I probably won't remember the plot by next week.",7,2025-05-27 01:49:20.811262,4,0
35,44826,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",7,2025-02-09 01:49:20.811262,13,0
90,44826,It started off strong but completely lost its way by the third act. Such a shame.,7,2025-04-11 01:49:20.811262,9,17
81,44826,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,7,2025-11-17 01:49:20.811262,3,3
9,8487,"Okay for a streaming night, but I wouldn't pay theater prices for this.",5,2025-08-28 01:49:20.811262,0,0
7,1735,"A decent way to kill two hours. It won't change your life, but it's entertaining enough for a popcorn flick.",5,2025-10-13 01:49:20.811262,15,15
93,1735,"Great concept, poor delivery. The villain had no motivation, and the plot holes were distracting.",5,2025-07-10 01:49:20.811262,20,1
42,297761,A bit long in the tooth. Could have easily been 30 minutes shorter and much more effective.,6,2025-02-20 01:49:20.811262,6,0
32,2698,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",5,2025-08-30 01:49:20.811262,0,12
8,2698,The trailer gave away all the best parts. There were no surprises left for the actual movie.,5,2025-05-18 01:49:20.811262,0,0
3,2698,"Okay for a streaming night, but I wouldn't pay theater prices for this.",5,2025-05-15 01:49:20.811262,0,1
37,137113,"Simply breathtaking. From the costume design to the sound editing, everything is top-tier quality.",8,2025-03-25 01:49:20.811262,13,17
71,137113,I've seen this three times already and I keep finding new details. The foreshadowing in the first act is brilliant.,8,2025-06-03 01:49:20.811262,1,14
91,137113,"A masterful blend of storytelling and visual art. Every frame looks like a painting, and the score is hauntingly beautiful.",8,2025-06-16 01:49:20.811262,8,7
34,9804,"Great concept, poor delivery. The villain had no motivation, and the plot holes were distracting.",6,2025-08-16 01:49:20.811262,5,4
93,9804,"It had so much potential, but the execution fell a bit flat in the second half. Still worth a watch, though.",6,2025-07-14 01:49:20.811262,20,10
96,14869,"Visually, it's a treat. Narratively? It's a bit of a mess. Style over substance, unfortunately.",6,2025-03-26 01:49:20.811262,0,15
25,14869,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-11-14 01:49:20.811262,23,3
18,150540,I was on the edge of my seat the entire time. The tension building is masterclass level.,8,2025-11-12 01:49:20.811262,19,10
56,278927,"Visually, it's a treat. Narratively? It's a bit of a mess. Style over substance, unfortunately.",7,2025-06-23 01:49:20.811262,4,8
76,278927,"A decent way to kill two hours. It won't change your life, but it's entertaining enough for a popcorn flick.",7,2025-03-04 01:49:20.811262,5,4
97,278927,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",7,2025-09-14 01:49:20.811262,0,0
69,10138,"Okay for a streaming night, but I wouldn't pay theater prices for this.",7,2025-09-06 01:49:20.811262,23,6
61,58595,"A decent way to kill two hours. It won't change your life, but it's entertaining enough for a popcorn flick.",6,2025-04-28 01:49:20.811262,15,10
1,58595,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-01-31 01:49:20.811262,2,0
39,102651,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",7,2025-06-29 01:49:20.811262,2,2
19,102651,"Visually, it's a treat. Narratively? It's a bit of a mess. Style over substance, unfortunately.",7,2025-06-24 01:49:20.811262,0,29
92,119450,"Technically competent filmmaking, but it lacks soul and passion.",7,2025-03-26 01:49:20.812295,4,8
98,79698,It tries to be funny but fails miserably. The jokes land with a thud every single time.,5,2025-11-08 01:49:20.812295,20,6
64,79698,Chaotic editing and shaky cam make it impossible to see what's happening. A headache in movie form.,5,2025-03-17 01:49:20.812295,0,0
66,64686,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-01-28 01:49:20.812295,0,3
31,64686,"Great concept, poor delivery. The villain had no motivation, and the plot holes were distracting.",6,2025-05-12 01:49:20.812295,0,1
20,64686,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-11-11 01:49:20.812295,11,18
90,100402,"The chemistry between the leads is undeniable. I laughed, I cried, and I left the theater feeling completely satisfied.",8,2025-08-08 01:49:20.812295,16,1
100,100402,"Honestly, I wasn't expecting much going in, but I was completely blown away. The cinematography alone is worth the ticket price.",8,2025-12-06 01:49:20.812295,13,14
74,100402,I was on the edge of my seat the entire time. The tension building is masterclass level.,8,2025-03-23 01:49:20.812295,2,3
97,10192,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-04-15 01:49:20.812295,2,1
94,10192,"Great concept, poor delivery. The villain had no motivation, and the plot holes were distracting.",6,2025-11-21 01:49:20.812295,0,2
24,10192,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-05-01 01:49:20.812295,4,20
18,158852,"Okay for a streaming night, but I wouldn't pay theater prices for this.",6,2025-11-15 01:49:20.812295,1,24
91,177572,"Finally, a movie that lives up to the hype! It delivers on every promise and exceeds expectations in ways I didn't see coming.",8,2025-07-16 01:49:20.812295,10,9
68,177572,"I can't recommend this enough. Even if you're not a fan of the genre, give it a shot. You won't regret it.",8,2025-09-23 01:49:20.812295,15,4
100,177572,This is what cinema is all about. Pure escapism grounded in genuine human emotion.,8,2025-08-14 01:49:20.812295,5,1
58,82690,"The acting saves a mediocre script. If it weren't for the lead performance, this would be unwatchable.",7,2025-02-24 01:49:20.812295,4,16
11,82690,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,7,2025-09-27 01:49:20.812295,9,5
72,82690,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",7,2025-04-22 01:49:20.812295,10,10
2,5255,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-07-05 01:49:20.812295,1,20
89,5255,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-12-05 01:49:20.812295,10,15
61,47933,I want my two hours back. This was an absolute train wreck from start to finish.,5,2024-12-17 01:49:20.812295,0,5
67,10191,A tour de force performance by the entire cast. There isn't a single weak link in this ensemble.,8,2025-02-04 01:49:20.812295,12,5
8,10191,"A rare gem that respects the audience's intelligence. It doesn't hold your hand, and that's what makes it so rewarding.",8,2025-04-20 01:49:20.812295,2,4
75,10191,"The chemistry between the leads is undeniable. I laughed, I cried, and I left the theater feeling completely satisfied.",8,2025-01-24 01:49:20.812295,1,5
1,296,"Okay for a streaming night, but I wouldn't pay theater prices for this.",6,2025-10-03 01:49:20.812295,0,12
82,296,"It had so much potential, but the execution fell a bit flat in the second half. Still worth a watch, though.",6,2025-02-17 01:49:20.812295,9,8
40,296,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-10-10 01:49:20.812295,5,3
11,118340,"A masterful blend of storytelling and visual art. Every frame looks like a painting, and the score is hauntingly beautiful.",8,2025-06-30 01:49:20.812295,4,7
72,118340,"Finally, a movie that lives up to the hype! It delivers on every promise and exceeds expectations in ways I didn't see coming.",8,2025-08-23 01:49:20.812295,8,12
94,118340,"Simply breathtaking. From the costume design to the sound editing, everything is top-tier quality.",8,2025-01-08 01:49:20.812295,7,2
47,157336,"Bold, ambitious, and visually stunning. It takes risks that pay off beautifully.",8,2025-10-11 01:49:20.812295,0,18
88,157336,"Honestly, I wasn't expecting much going in, but I was completely blown away. The cinematography alone is worth the ticket price.",8,2025-09-19 01:49:20.812295,1,17
23,27205,A tour de force performance by the entire cast. There isn't a single weak link in this ensemble.,8,2025-03-21 01:49:20.812295,4,0
30,27205,"I can't recommend this enough. Even if you're not a fan of the genre, give it a shot. You won't regret it.",8,2025-09-13 01:49:20.812295,5,9
41,27205,"I can't recommend this enough. Even if you're not a fan of the genre, give it a shot. You won't regret it.",8,2025-12-03 01:49:20.812295,4,10
58,315011,"Great concept, poor delivery. The villain had no motivation, and the plot holes were distracting.",6,2025-04-25 01:49:20.812295,11,1
43,315011,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-08-10 01:49:20.812295,0,3
76,315011,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2025-06-29 01:49:20.812295,1,17
6,49051,A bit long in the tooth. Could have easily been 30 minutes shorter and much more effective.,7,2025-01-22 01:49:20.812295,1,18
87,9799,"I enjoyed it while watching, but looking back, the logic falls apart completely.",7,2025-12-14 01:49:20.812295,14,7
27,9799,The trailer gave away all the best parts. There were no surprises left for the actual movie.,7,2025-01-11 01:49:20.812295,0,0
46,9799,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",7,2025-01-05 01:49:20.812295,6,3
34,4922,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",7,2025-08-31 01:49:20.812295,9,7
38,49538,"Good soundtrack, nice visuals, but the story is generic and predictable from mile away.",7,2025-04-25 01:49:20.812295,1,17
79,49538,"A decent way to kill two hours. It won't change your life, but it's entertaining enough for a popcorn flick.",7,2025-08-16 01:49:20.812295,24,0
3,49538,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",7,2025-04-29 01:49:20.812295,11,2
97,131634,"I have mixed feelings. Some scenes were brilliant, while others felt like they belonged in a completely different movie.",7,2025-02-11 01:49:20.812295,1,18
43,27022,"I enjoyed it while watching, but looking back, the logic falls apart completely.",6,2025-03-03 01:49:20.812295,0,0
94,27022,"It had so much potential, but the execution fell a bit flat in the second half. Still worth a watch, though.",6,2025-04-18 01:49:20.812295,9,17
41,503,A bit long in the tooth. Could have easily been 30 minutes shorter and much more effective.,6,2025-03-13 01:49:20.812295,8,0
45,503,"I enjoyed it while watching, but looking back, the logic falls apart completely.",6,2025-06-05 01:49:20.812295,2,0
74,241259,"Good soundtrack, nice visuals, but the story is generic and predictable from mile away.",6,2025-11-09 01:49:20.812295,7,3
84,810,"Solid, but forgettable. I probably won't remember the plot by next week.",6,2024-12-25 01:49:20.812295,16,9
55,810,"I really wanted to love this, but the pacing issues made it feel like a chore to get through the middle act.",6,2025-03-30 01:49:20.812295,0,0
83,68735,"Okay for a streaming night, but I wouldn't pay theater prices for this.",6,2025-06-12 01:49:20.812295,0,0
78,87101,"It's... fine. Just fine. Nothing memorable, nothing terrible. It exists.",6,2025-11-19 01:49:20.812295,19,9
42,87101,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-01-12 01:49:20.812295,12,7
91,87101,A bit long in the tooth. Could have easily been 30 minutes shorter and much more effective.,6,2025-01-30 01:49:20.812295,13,0
91,10140,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2024-12-19 01:49:20.812295,3,1
9,10140,A bit long in the tooth. Could have easily been 30 minutes shorter and much more effective.,6,2025-10-02 01:49:20.812295,9,9
33,10140,"Good soundtrack, nice visuals, but the story is generic and predictable from mile away.",6,2025-09-03 01:49:20.812295,16,13
25,676,"I enjoyed it while watching, but looking back, the logic falls apart completely.",7,2025-01-24 01:49:20.812295,4,14
65,676,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,7,2025-02-11 01:49:20.812295,6,12
32,1858,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",7,2025-08-22 01:49:20.812295,4,19
21,1858,"The special effects were top-notch, but I just couldn't connect with any of the characters emotionally.",7,2025-10-25 01:49:20.812295,0,0
12,1858,"Technically competent filmmaking, but it lacks soul and passion.",7,2025-04-22 01:49:20.812295,2,4
79,1966,"Technically competent filmmaking, but it lacks soul and passion.",6,2025-04-20 01:49:20.812295,5,3
75,1966,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,6,2024-12-18 01:49:20.812295,0,2
19,1966,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,6,2025-04-10 01:49:20.812295,6,6
25,675,It tries too hard to be clever and ends up being confusing. Sometimes simpler is better.,7,2025-06-23 01:49:20.812295,3,0
37,674,Instant classic. I can already see myself watching this every year for the rest of my life.,8,2025-01-07 01:49:20.813294,20,8
46,674,I'm still processing the ending. It stayed with me long after the credits rolled. Absolute perfection.,8,2025-03-01 01:49:20.813294,2,2
45,8960,"It's not as bad as the critics say, but it's certainly not a masterpiece. A solid 6/10.",6,2025-01-13 01:49:20.813294,2,2
39,8960,"I really wanted to love this, but the pacing issues made it feel like a chore to get through the middle act.",6,2025-05-25 01:49:20.813294,18,4
94,8960,"Visually, it's a treat. Narratively? It's a bit of a mess. Style over substance, unfortunately.",6,2025-03-31 01:49:20.813294,3,20
